address_name,category_name,place_name,place_url,x,y
서울 중구 장충동2가 189-5,"음식점 > 간식 > 제과,베이커리",태극당,http://place.map.kakao.com/8552691,127.005070441384,37.5595045265869
서울 중구 을지로6가 34-4,음식점 > 아시아음식,스타사마르칸트,http://place.map.kakao.com/21231723,127.005663971202,37.5657033558651
서울 중구 신당동 292-112,음식점 > 분식 > 떡볶이,마복림할머니집,http://place.map.kakao.com/25036918,127.01512154258371,37.56327523942241
서울 중구 광희동1가 250-1,음식점 > 아시아음식,파르투내,http://place.map.kakao.com/10042350,127.005007402647,37.5646113781936
서울 중구 을지로6가 35-1,음식점 > 아시아음식,사마르칸트시티,http://place.map.kakao.com/1081607002,127.005559830475,37.5656096572228
서울 성동구 홍익동 357,음식점 > 한식,유래회관,http://place.map.kakao.com/8038298,127.031566427085,37.5664489003844
서울 성동구 행당동 292-34,"음식점 > 한식 > 육류,고기",땅코참숯구이 본점,http://place.map.kakao.com/487116221,127.032990079594,37.5606857384056
서울 성동구 행당동 299-1,음식점 > 중식 > 중국요리,춘향미엔 왕십리점,http://place.map.kakao.com/1658512250,127.03202115543138,37.56046976592757
서울 성동구 행당동 286-21,"음식점 > 한식 > 육류,고기 > 곱창,막창",왕십리 수상한막창,http://place.map.kakao.com/672340742,127.033918513945,37.5614531245594
서울 성동구 홍익동 131-1,"음식점 > 한식 > 육류,고기 > 곱창,막창",제일곱창 본점,http://place.map.kakao.com/407522227,127.03608646516,37.5648519413304
서울 성동구 도선동 342,"음식점 > 한식 > 육류,고기 > 닭요리",왕십리닭내장탕,http://place.map.kakao.com/7813778,127.0313097224853,37.56431000402177
서울 성동구 행당동 196-23,"음식점 > 일식 > 초밥,롤",스시도쿠,http://place.map.kakao.com/26792732,127.0360642111822,37.560951534461104
서울 성동구 하왕십리동 966-20,"음식점 > 한식 > 육류,고기 > 삼겹살",왕십리 육감식당 본점,http://place.map.kakao.com/142477401,127.03237742434553,37.56250502027489
서울 성동구 하왕십리동 966-12,"음식점 > 한식 > 해물,생선 > 조개",왕십리조개창고,http://place.map.kakao.com/12265333,127.03281210668162,37.56263194077892
서울 성동구 행당동 286-43,"음식점 > 일식 > 돈까스,우동",야마타니우동,http://place.map.kakao.com/204368427,127.03313973825684,37.56127134438736
서울 성동구 도선동 50,"음식점 > 한식 > 육류,고기 > 닭요리",애리꼼닭발,http://place.map.kakao.com/20089805,127.034235952453,37.5626063085812
서울 성동구 도선동 167,음식점 > 분식 > 떡볶이,만나떡볶이,http://place.map.kakao.com/21420131,127.03431279454662,37.56480561833348
서울 성동구 행당동 317-72,음식점 > 한식,만두전빵,http://place.map.kakao.com/15831022,127.031916111211,37.5583182135214
서울 중구 황학동 723-2,"음식점 > 한식 > 해물,생선",옥경이네건생선,http://place.map.kakao.com/27584176,127.0195365015858,37.56609470957444
서울 성동구 홍익동 130-1,"음식점 > 한식 > 육류,고기 > 곱창,막창",왕십리맛나곱창,http://place.map.kakao.com/11975911,127.036120469717,37.5649519415047
서울 성동구 행당동 3-27,음식점 > 분식 > 떡볶이,악어떡볶이,http://place.map.kakao.com/11101743,127.041044045933,37.5606615893525
서울 성동구 행당동 292-54,"음식점 > 한식 > 육류,고기",푸줏간생고기점,http://place.map.kakao.com/11820650,127.03316765555373,37.5604180925907
서울 성동구 행당동 298-42,음식점 > 한식 > 국밥,하동진,http://place.map.kakao.com/322448944,127.033170829292,37.5599180384347
서울 성동구 행당동 1-30,"음식점 > 한식 > 육류,고기 > 삼겹살",양평회관,http://place.map.kakao.com/1210249885,127.03956828388016,37.56089094633497
서울 성동구 행당동 286-13,"음식점 > 한식 > 육류,고기 > 닭요리",나라구한닭정통닭갈비 왕십리점,http://place.map.kakao.com/617389325,127.033959375759,37.5617089958665
서울 성동구 행당동 32-21,"음식점 > 일식 > 돈까스,우동",우동가조쿠,http://place.map.kakao.com/19036760,127.042884423889,37.5568010637512
서울 성동구 행당동 20-17,"음식점 > 일식 > 돈까스,우동",행운돈까스,http://place.map.kakao.com/8675374,127.04032300290169,37.558415652378415
서울 성동구 성수동1가 656-970,"음식점 > 한식 > 육류,고기 > 족발,보쌈",훼미리손칼국수보쌈,http://place.map.kakao.com/20746195,127.0446784574778,37.549559078220966
서울 성동구 행당동 19-49,"음식점 > 한식 > 해물,생선 > 장어",장어구이,http://place.map.kakao.com/16764642,127.04047653378449,37.55978511533378
서울 성동구 행당동 3-14,음식점 > 한식,갱생,http://place.map.kakao.com/1964869012,127.040654720172,37.5606941599377
서울 성동구 행당동 19-96,"음식점 > 한식 > 육류,고기",끄트머리집,http://place.map.kakao.com/762032344,127.03998133009,37.5586482258344
서울 성동구 행당동 19-54,"음식점 > 한식 > 육류,고기 > 곱창,막창",양대포,http://place.map.kakao.com/285402441,127.040852145905,37.5595191918692
서울 성동구 행당동 19-97,"음식점 > 한식 > 육류,고기 > 족발,보쌈",장모족발 서울1호점,http://place.map.kakao.com/27496691,127.040278102793,37.5591049304772
서울 성동구 행당동 1-89,"음식점 > 간식 > 제과,베이커리",뺑드미제빵소 한양대점,http://place.map.kakao.com/24622132,127.04073873382453,37.56117075825803
서울 성동구 행당동 19-54,음식점 > 한식 > 냉면,원조사철냉면,http://place.map.kakao.com/12513680,127.040780675868,37.5592128776011
서울 성동구 행당동 71-8,음식점 > 양식,모음,http://place.map.kakao.com/280541854,127.043087842817,37.556285619173
서울 성동구 행당동 19-54,음식점 > 일식,카모메 한양대점,http://place.map.kakao.com/12617912,127.040862312377,37.5594831484725
서울 성동구 성수동1가 656-591,"음식점 > 한식 > 육류,고기 > 갈비",대성갈비,http://place.map.kakao.com/12055448,127.04843220827088,37.5461941699897
서울 성동구 성수동1가 668-30,음식점 > 양식 > 햄버거,제스티살룬 성수,http://place.map.kakao.com/1965582130,127.04244685499071,37.547564189547295
서울 성동구 성수동1가 668-123,"음식점 > 간식 > 제과,베이커리",성수베이킹스튜디오,http://place.map.kakao.com/799001769,127.04375872148697,37.54618518238096
서울 성동구 성수동1가 656-1021,음식점 > 양식 > 이탈리안,누메로도스,http://place.map.kakao.com/142054376,127.0473606920262,37.5463567844372
서울 성동구 성수동1가 656-1085,음식점 > 양식,이태리국시 성수,http://place.map.kakao.com/780776735,127.046723416911,37.5460579066554
서울 성동구 성수동1가 656-442,"음식점 > 간식 > 제과,베이커리",밀도 성수본점,http://place.map.kakao.com/27300932,127.0448790311714,37.54623882183776
서울 성동구 성수동2가 302-8,음식점 > 양식 > 햄버거,르프리크,http://place.map.kakao.com/936069123,127.05265860726594,37.544439016638
서울 성동구 성수동1가 668-108,음식점 > 한식,할머니의레시피,http://place.map.kakao.com/27373628,127.0430865478504,37.54617281557421
서울 성동구 성수동1가 656-448,음식점 > 한식 > 국밥,비사벌 전주콩나물국밥,http://place.map.kakao.com/21237863,127.04503068048648,37.54626489308063
서울 성동구 성수동1가 656-385,음식점 > 양식,미테이블 성수본점,http://place.map.kakao.com/487665317,127.045286584884,37.5465359959002
서울 성동구 성수동2가 289-273,"음식점 > 한식 > 육류,고기 > 족발,보쌈",성수족발,http://place.map.kakao.com/8416853,127.05431637398702,37.54602762815355
서울 성동구 성수동1가 656-564,"음식점 > 한식 > 해물,생선 > 아구",성수아구찜탕,http://place.map.kakao.com/16471967,127.0450522843473,37.54643697563581
서울 성동구 성수동1가 668-54,음식점 > 양식 > 이탈리안,온량,http://place.map.kakao.com/1493852185,127.043440031512,37.5469079011998
서울 성동구 성수동1가 16-8,"음식점 > 일식 > 돈까스,우동",오레노카츠 성수본점,http://place.map.kakao.com/2125770186,127.049517573532,37.5447359033199
